row_id,crop,region,year,window,series_history,crop_state,eligible_history_3,eligible_history_5,eligible_history_8,eligible_history_10,rows_removed_history_3,rows_removed_history_5,rows_removed_history_8,rows_removed_history_10,overlap_with_history3
Oats|Montana|2022|spring,Oats,Montana,2022,spring,26,Oats|Montana,True,True,True,True,0,0,20,20,1.0
Oats|Nebraska|2022|spring,Oats,Nebraska,2022,spring,26,Oats|Nebraska,True,True,True,True,0,0,20,20,1.0
Oats|North Dakota|2022|spring,Oats,North Dakota,2022,spring,26,Oats|North Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Oklahoma|2022|spring,Oats,Oklahoma,2022,spring,26,Oats|Oklahoma,True,True,True,True,0,0,20,20,1.0
Oats|South Dakota|2022|spring,Oats,South Dakota,2022,spring,26,Oats|South Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Texas|2022|spring,Oats,Texas,2022,spring,26,Oats|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Colorado|2022|winter,Wheat,Colorado,2022,winter,26,Wheat|Colorado,True,True,True,True,0,0,20,20,1.0
Wheat|Illinois|2022|winter,Wheat,Illinois,2022,winter,26,Wheat|Illinois,True,True,True,True,0,0,20,20,1.0
Wheat|Kansas|2022|winter,Wheat,Kansas,2022,winter,26,Wheat|Kansas,True,True,True,True,0,0,20,20,1.0
Wheat|Minnesota|2022|spring,Wheat,Minnesota,2022,spring,26,Wheat|Minnesota,True,True,True,True,0,0,20,20,1.0
Wheat|Montana|2022|spring,Wheat,Montana,2022,spring,26,Wheat|Montana,True,True,True,True,0,0,20,20,1.0
Wheat|Nebraska|2022|winter,Wheat,Nebraska,2022,winter,26,Wheat|Nebraska,True,True,True,True,0,0,20,20,1.0
Wheat|North Dakota|2022|spring,Wheat,North Dakota,2022,spring,26,Wheat|North Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Oklahoma|2022|winter,Wheat,Oklahoma,2022,winter,26,Wheat|Oklahoma,True,True,True,True,0,0,20,20,1.0
Wheat|South Dakota|2022|spring,Wheat,South Dakota,2022,spring,26,Wheat|South Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Texas|2022|winter,Wheat,Texas,2022,winter,26,Wheat|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Washington|2022|winter,Wheat,Washington,2022,winter,26,Wheat|Washington,True,True,True,True,0,0,20,20,1.0
Barley|Colorado|2023|spring,Barley,Colorado,2023,spring,26,Barley|Colorado,True,True,True,True,0,0,20,20,1.0
Barley|Kansas|2023|spring,Barley,Kansas,2023,spring,26,Barley|Kansas,True,True,True,True,0,0,20,20,1.0
Barley|Minnesota|2023|spring,Barley,Minnesota,2023,spring,26,Barley|Minnesota,True,True,True,True,0,0,20,20,1.0
Barley|Montana|2023|spring,Barley,Montana,2023,spring,26,Barley|Montana,True,True,True,True,0,0,20,20,1.0
Barley|North Dakota|2023|spring,Barley,North Dakota,2023,spring,26,Barley|North Dakota,True,True,True,True,0,0,20,20,1.0
Barley|South Dakota|2023|spring,Barley,South Dakota,2023,spring,26,Barley|South Dakota,True,True,True,True,0,0,20,20,1.0
Barley|Washington|2023|spring,Barley,Washington,2023,spring,26,Barley|Washington,True,True,True,True,0,0,20,20,1.0
Canola|Minnesota|2023|spring,Canola,Minnesota,2023,spring,19,Canola|Minnesota,True,True,True,True,0,0,20,20,1.0
Canola|Montana|2023|spring,Canola,Montana,2023,spring,17,Canola|Montana,True,True,True,True,0,0,20,20,1.0
Canola|North Dakota|2023|spring,Canola,North Dakota,2023,spring,25,Canola|North Dakota,True,True,True,True,0,0,20,20,1.0
Canola|Oklahoma|2023|spring,Canola,Oklahoma,2023,spring,7,Canola|Oklahoma,True,True,False,False,0,0,20,20,1.0
Canola|Washington|2023|spring,Canola,Washington,2023,spring,5,Canola|Washington,True,True,False,False,0,0,20,20,1.0
Oats|Illinois|2023|spring,Oats,Illinois,2023,spring,26,Oats|Illinois,True,True,True,True,0,0,20,20,1.0
Oats|Iowa|2023|spring,Oats,Iowa,2023,spring,26,Oats|Iowa,True,True,True,True,0,0,20,20,1.0
Oats|Kansas|2023|spring,Oats,Kansas,2023,spring,26,Oats|Kansas,True,True,True,True,0,0,20,20,1.0
Oats|Minnesota|2023|spring,Oats,Minnesota,2023,spring,26,Oats|Minnesota,True,True,True,True,0,0,20,20,1.0
Oats|Montana|2023|spring,Oats,Montana,2023,spring,26,Oats|Montana,True,True,True,True,0,0,20,20,1.0
Oats|Nebraska|2023|spring,Oats,Nebraska,2023,spring,26,Oats|Nebraska,True,True,True,True,0,0,20,20,1.0
Oats|North Dakota|2023|spring,Oats,North Dakota,2023,spring,26,Oats|North Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Oklahoma|2023|spring,Oats,Oklahoma,2023,spring,26,Oats|Oklahoma,True,True,True,True,0,0,20,20,1.0
Oats|South Dakota|2023|spring,Oats,South Dakota,2023,spring,26,Oats|South Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Texas|2023|spring,Oats,Texas,2023,spring,26,Oats|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Colorado|2023|winter,Wheat,Colorado,2023,winter,26,Wheat|Colorado,True,True,True,True,0,0,20,20,1.0
Wheat|Illinois|2023|winter,Wheat,Illinois,2023,winter,26,Wheat|Illinois,True,True,True,True,0,0,20,20,1.0
Wheat|Kansas|2023|winter,Wheat,Kansas,2023,winter,26,Wheat|Kansas,True,True,True,True,0,0,20,20,1.0
Wheat|Minnesota|2023|spring,Wheat,Minnesota,2023,spring,26,Wheat|Minnesota,True,True,True,True,0,0,20,20,1.0
Wheat|Montana|2023|spring,Wheat,Montana,2023,spring,26,Wheat|Montana,True,True,True,True,0,0,20,20,1.0
Wheat|Nebraska|2023|winter,Wheat,Nebraska,2023,winter,26,Wheat|Nebraska,True,True,True,True,0,0,20,20,1.0
Wheat|North Dakota|2023|spring,Wheat,North Dakota,2023,spring,26,Wheat|North Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Oklahoma|2023|winter,Wheat,Oklahoma,2023,winter,26,Wheat|Oklahoma,True,True,True,True,0,0,20,20,1.0
Wheat|South Dakota|2023|spring,Wheat,South Dakota,2023,spring,26,Wheat|South Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Texas|2023|winter,Wheat,Texas,2023,winter,26,Wheat|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Washington|2023|winter,Wheat,Washington,2023,winter,26,Wheat|Washington,True,True,True,True,0,0,20,20,1.0
Barley|Colorado|2024|spring,Barley,Colorado,2024,spring,26,Barley|Colorado,True,True,True,True,0,0,20,20,1.0
Barley|Kansas|2024|spring,Barley,Kansas,2024,spring,26,Barley|Kansas,True,True,True,True,0,0,20,20,1.0
Barley|Minnesota|2024|spring,Barley,Minnesota,2024,spring,26,Barley|Minnesota,True,True,True,True,0,0,20,20,1.0
Barley|Montana|2024|spring,Barley,Montana,2024,spring,26,Barley|Montana,True,True,True,True,0,0,20,20,1.0
Barley|North Dakota|2024|spring,Barley,North Dakota,2024,spring,26,Barley|North Dakota,True,True,True,True,0,0,20,20,1.0
Barley|South Dakota|2024|spring,Barley,South Dakota,2024,spring,26,Barley|South Dakota,True,True,True,True,0,0,20,20,1.0
Barley|Washington|2024|spring,Barley,Washington,2024,spring,26,Barley|Washington,True,True,True,True,0,0,20,20,1.0
Canola|Minnesota|2024|spring,Canola,Minnesota,2024,spring,19,Canola|Minnesota,True,True,True,True,0,0,20,20,1.0
Canola|Montana|2024|spring,Canola,Montana,2024,spring,17,Canola|Montana,True,True,True,True,0,0,20,20,1.0
Canola|North Dakota|2024|spring,Canola,North Dakota,2024,spring,25,Canola|North Dakota,True,True,True,True,0,0,20,20,1.0
Canola|Oklahoma|2024|spring,Canola,Oklahoma,2024,spring,7,Canola|Oklahoma,True,True,False,False,0,0,20,20,1.0
Canola|Washington|2024|spring,Canola,Washington,2024,spring,5,Canola|Washington,True,True,False,False,0,0,20,20,1.0
Oats|Illinois|2024|spring,Oats,Illinois,2024,spring,26,Oats|Illinois,True,True,True,True,0,0,20,20,1.0
Oats|Iowa|2024|spring,Oats,Iowa,2024,spring,26,Oats|Iowa,True,True,True,True,0,0,20,20,1.0
Oats|Kansas|2024|spring,Oats,Kansas,2024,spring,26,Oats|Kansas,True,True,True,True,0,0,20,20,1.0
Oats|Minnesota|2024|spring,Oats,Minnesota,2024,spring,26,Oats|Minnesota,True,True,True,True,0,0,20,20,1.0
Oats|Montana|2024|spring,Oats,Montana,2024,spring,26,Oats|Montana,True,True,True,True,0,0,20,20,1.0
Oats|Nebraska|2024|spring,Oats,Nebraska,2024,spring,26,Oats|Nebraska,True,True,True,True,0,0,20,20,1.0
Oats|North Dakota|2024|spring,Oats,North Dakota,2024,spring,26,Oats|North Dakota,True,True,True,True,0,0,20,20,1.0
Oats|South Dakota|2024|spring,Oats,South Dakota,2024,spring,26,Oats|South Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Texas|2024|spring,Oats,Texas,2024,spring,26,Oats|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Colorado|2024|winter,Wheat,Colorado,2024,winter,26,Wheat|Colorado,True,True,True,True,0,0,20,20,1.0
Wheat|Illinois|2024|winter,Wheat,Illinois,2024,winter,26,Wheat|Illinois,True,True,True,True,0,0,20,20,1.0
Wheat|Kansas|2024|winter,Wheat,Kansas,2024,winter,26,Wheat|Kansas,True,True,True,True,0,0,20,20,1.0
Wheat|Minnesota|2024|spring,Wheat,Minnesota,2024,spring,26,Wheat|Minnesota,True,True,True,True,0,0,20,20,1.0
Wheat|Montana|2024|spring,Wheat,Montana,2024,spring,26,Wheat|Montana,True,True,True,True,0,0,20,20,1.0
Wheat|Nebraska|2024|winter,Wheat,Nebraska,2024,winter,26,Wheat|Nebraska,True,True,True,True,0,0,20,20,1.0
Wheat|North Dakota|2024|spring,Wheat,North Dakota,2024,spring,26,Wheat|North Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Oklahoma|2024|winter,Wheat,Oklahoma,2024,winter,26,Wheat|Oklahoma,True,True,True,True,0,0,20,20,1.0
Wheat|South Dakota|2024|spring,Wheat,South Dakota,2024,spring,26,Wheat|South Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Texas|2024|winter,Wheat,Texas,2024,winter,26,Wheat|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Washington|2024|winter,Wheat,Washington,2024,winter,26,Wheat|Washington,True,True,True,True,0,0,20,20,1.0
Barley|Colorado|2025|spring,Barley,Colorado,2025,spring,26,Barley|Colorado,True,True,True,True,0,0,20,20,1.0
Barley|Kansas|2025|spring,Barley,Kansas,2025,spring,26,Barley|Kansas,True,True,True,True,0,0,20,20,1.0
Barley|Minnesota|2025|spring,Barley,Minnesota,2025,spring,26,Barley|Minnesota,True,True,True,True,0,0,20,20,1.0
Barley|Montana|2025|spring,Barley,Montana,2025,spring,26,Barley|Montana,True,True,True,True,0,0,20,20,1.0
Barley|North Dakota|2025|spring,Barley,North Dakota,2025,spring,26,Barley|North Dakota,True,True,True,True,0,0,20,20,1.0
Barley|South Dakota|2025|spring,Barley,South Dakota,2025,spring,26,Barley|South Dakota,True,True,True,True,0,0,20,20,1.0
Barley|Washington|2025|spring,Barley,Washington,2025,spring,26,Barley|Washington,True,True,True,True,0,0,20,20,1.0
Canola|Minnesota|2025|spring,Canola,Minnesota,2025,spring,19,Canola|Minnesota,True,True,True,True,0,0,20,20,1.0
Canola|Montana|2025|spring,Canola,Montana,2025,spring,17,Canola|Montana,True,True,True,True,0,0,20,20,1.0
Canola|North Dakota|2025|spring,Canola,North Dakota,2025,spring,25,Canola|North Dakota,True,True,True,True,0,0,20,20,1.0
Canola|Oklahoma|2025|spring,Canola,Oklahoma,2025,spring,7,Canola|Oklahoma,True,True,False,False,0,0,20,20,1.0
Canola|Washington|2025|spring,Canola,Washington,2025,spring,5,Canola|Washington,True,True,False,False,0,0,20,20,1.0
Oats|Illinois|2025|spring,Oats,Illinois,2025,spring,26,Oats|Illinois,True,True,True,True,0,0,20,20,1.0
Oats|Iowa|2025|spring,Oats,Iowa,2025,spring,26,Oats|Iowa,True,True,True,True,0,0,20,20,1.0
Oats|Kansas|2025|spring,Oats,Kansas,2025,spring,26,Oats|Kansas,True,True,True,True,0,0,20,20,1.0
Oats|Minnesota|2025|spring,Oats,Minnesota,2025,spring,26,Oats|Minnesota,True,True,True,True,0,0,20,20,1.0
Oats|Montana|2025|spring,Oats,Montana,2025,spring,26,Oats|Montana,True,True,True,True,0,0,20,20,1.0
Oats|Nebraska|2025|spring,Oats,Nebraska,2025,spring,26,Oats|Nebraska,True,True,True,True,0,0,20,20,1.0
Oats|North Dakota|2025|spring,Oats,North Dakota,2025,spring,26,Oats|North Dakota,True,True,True,True,0,0,20,20,1.0
Oats|South Dakota|2025|spring,Oats,South Dakota,2025,spring,26,Oats|South Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Texas|2025|spring,Oats,Texas,2025,spring,26,Oats|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Colorado|2025|winter,Wheat,Colorado,2025,winter,26,Wheat|Colorado,True,True,True,True,0,0,20,20,1.0
Wheat|Illinois|2025|winter,Wheat,Illinois,2025,winter,26,Wheat|Illinois,True,True,True,True,0,0,20,20,1.0
Wheat|Kansas|2025|winter,Wheat,Kansas,2025,winter,26,Wheat|Kansas,True,True,True,True,0,0,20,20,1.0
Wheat|Minnesota|2025|spring,Wheat,Minnesota,2025,spring,26,Wheat|Minnesota,True,True,True,True,0,0,20,20,1.0
Wheat|Montana|2025|spring,Wheat,Montana,2025,spring,26,Wheat|Montana,True,True,True,True,0,0,20,20,1.0
Wheat|Nebraska|2025|winter,Wheat,Nebraska,2025,winter,26,Wheat|Nebraska,True,True,True,True,0,0,20,20,1.0
Wheat|North Dakota|2025|spring,Wheat,North Dakota,2025,spring,26,Wheat|North Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Oklahoma|2025|winter,Wheat,Oklahoma,2025,winter,26,Wheat|Oklahoma,True,True,True,True,0,0,20,20,1.0
Wheat|South Dakota|2025|spring,Wheat,South Dakota,2025,spring,26,Wheat|South Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Texas|2025|winter,Wheat,Texas,2025,winter,26,Wheat|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Washington|2025|winter,Wheat,Washington,2025,winter,26,Wheat|Washington,True,True,True,True,0,0,20,20,1.0
